username,full_text,label
andrewenas,*Pembangunan IKN Memang Relatif Cepat Tapi Sama Sekali Tidak Terburu-buru* Oleh: Andre Vincent Wenas https://t.co/T8ICEXUZfe,Positif
Naufalnnanda,@adawamanarp Repot ya jadi dibagi 2 upacaranya. Presiden dan presiden terpilih di IKN wapres dan wapres terpilih di Jakarta,Netral
helcult_,@musuhbuzzerp @zy_zy_lestary Mana lucu lg dibangun utamanya untuk ASN TNI dll. Bro IKN itu bangun kota yang nanti kotanya diisinbanyak manusia heterogen dari mana2. ASN dan pejabat negara itu nanti diservice oleh private sector yg nggk mungkin jg karyawan,Positif
Moving_03,Alhamdulillah IKN my country ð®ð©ï¸,Netral
AbiebSyah087021,@KangDickyAjah Publik dijejali spiral kebohongan. Tdk elok bgi pejabat publik yg berbohong demi menjaga kursi jabatan pertanyaan mendasar knp kepala Otorita IKN mundur dan juga wakilnya?...ada yg tdk beres rupanya. Jgnlah memaksakan sesuatu itu tdk baik.,Negatif
Rizky8421,@kimimaki @BBerizik Gembel buat makan aja nungguin bansos disuruh ke IKN ya gak akan mampu dasar kaum bani bansos kodok buduk! @BBerizik,Negatif
Aldoarch23,Proses implementasi infrastruktur dasar umum dalam tematik perencanaan kawasan sumbu IKN mulai nampak keberadaannya jd tak perlu ragu unt mensuport karya anak bangsa ini.... https://t.co/bPKxwvd1yA,Positif
SeriDianawati,@mas_veel Eeeh ternyata warga masyarakat aj ga dibolehin tinggal di ikn hanya khusus penggede airnya aj syuliiiit,Positif
Rizky8421,@RIPDEMOKRASI @BBerizik @GunRomli @Pemburu_Celeng @FaiqHusaen81683 Bacotnya langsung mingkem bangga2in IKN lihat dari berita dasar bani Kodok Buduk!,Positif
Aldoarch23,Perencanaan dan Perwujudan IKN adl merupakan sebuah semangat dlm kesakralan jiwa kebangsaan guna menunjukkan jati diri bangsa sebenarnya bhw NKRI itu mampu menjadi besar &amp; magnet perubahan dunia,Positif
JHSinurat,@G4b0nG0ku Investor lokal di IKN adalah para pengusaha PIK yg balas jasa karena PIK mereka sudah dijadikan PSN.,Netral
KayanaDuris,@BBerizik Woyyy.... @gibran_tweet ogah tinggal di IKN. Mending main Tamiya trus blusukan seluruh Indon bagi2 Bansos n Amplop ke orang2 miskin yg dipiara miskin terus buat pencitraan. Kek @jokowi 10 thn. Keliling Jawa Tengah buat Kaesbong @kaesangp nyalon,Positif
onang_kea,@psi_id Calon ketua PSI IKN nih orang https://t.co/ROnC7CdyBd,Netral
Gratismaksi15rb,@officialinews_ @DokterTifa baik juga kalau menempatkan Presiden di Jakarta sedangkan wakil presiden di IKN nanti kita perbesar kebun binatangmya,Positif
BudiYon43861466,@AlnilamOmar Kalo sering makan mie instan Kata nya tak baik buat kesehatan Tak beda sama IKN kalo itu dibuat untuk dasar negara dan bangsa pasti jadi dan hasil nya di kenang rakyat SE tanah air Tapi kalo cuma buat nama besar.. Tak tau,Positif
panjitatitu,Siapa Bajingan di IKN?,Netral
ComBuana,@5teV3n_Pe9eL Buka lebar lebar para pendukung IKN beserta buzerp yg sering bikin postingan sampah dii Medsos .mereka butuh jalan memadai bukan istana .,Positif
SINDOnews,Kepala Kantor Komunikasi Kepresidenan dan Tim Meninjau Keberlanjutan Pembangunan IKN https://t.co/pCMLBZ17FE,Netral
PincalangDewa,@DokterTifa IKN itu proyek tolol mukidi Miskin sok kaya,Negatif
cawecaweterus,Ojek terbang nih bakalan diborong Mulyono buat di IKN??,Netral
AsharIbnu,@prabowogibran2 @prabowo Keluar negeri boleh.... Tapi jangan lupa dalm negeri... * 26 JT rakyat msh miskin * Korupsi meraja lela * Hutang menggunung tapi pendapatan per kapita TDK NAIK... PASTI ADA YG SALAH.. * Tambang mineral dikuasai asing * Harus SWASE,Negatif
helpyou92275720,Rasa rasanya ikn punya mulyono doang. Cuma dia doang yg ngebet ke sana dan sayangnya pakai duit kita. Aneh kali,Negatif
Milanisti_andry,@DokterTifa Setuju gw juga sepemikiran kl nih orang ngotot amat bikin ikn pdhl gk ada urgensi nya cuma biar nama dia tercatat sebagai presiden yg mindahin ibukota doang,Positif
ISamaih11,10 THN ngapain aja tuh ??maaf sibuk ungurus IKN,Negatif
dityamd,@tanyakanrl Di IKN,Netral
fadqih,@T0M5helby Juga untuk tunjangan ASN yang dipaksa pindah ke IKN,Negatif
ilham22091985,Makan tu IKN ....,Netral
MieSuccess,@tanyakanrl dah jadi PNS ke IKN,Netral
AndyRizaldy,@Duren___ diputer buat ikn ini.....ada aja akalnya,Netral
DermagaGarely,@CNNIndonesia dia gak ikut jokowi 40 hari di IKN..?,Netral
AsharIbnu,@prabowo Prabowo Subianto: * Dpt nilai 5&amp;11/100 di Forum Resmi disiarkan ke seluruh Ind...FAKTA BHW PS BODOH. * Dpt suara 58% FAKTA BHW PS : PEMIMPIN BODOH YG DILAHIRKAN PEMILIH BODOH *Tdk usah bnyk OMON OMON wujudkan amanah UUD45 : masy Adil Makmur K,Negatif
arno2303,@NenkMonica Kejar target untuk pembiayaan IKN,Netral
kantahkabmkw,Repost @kem_atrbpn Ikuti sidang Kabinet Terakhir di IKN Menteri AHY Komitmen Tuntaskan Program PTSL Reforma Agraria dan Pemberantasan Mafia Tanah. https://t.co/mSGVzBanOF,Positif
sirulhaq,@realmindividual @MRahayuna @hyalfay @alsibal02 @ferrykoto @PPATK @KPK_RI IKN juga sudah kelas internasional sudah diobral 190 tahun tetap saja tidak ada investor kelas internasional yang berminat. Bandara udara IKN saja diobral ke asing belum ada minat.,Positif
DwitamaYanti,@infoBMKG IKN impian bpak smoga aman .soalnya ada duit gue disana,Positif
andreadiwijaya,Bikin IKN maksa cepet ga punya duit semua dikorbankan,Positif
dedy_pram,@EsTeh__28 Tuhan &amp; alam murka raja Jawa Mulyono sdh merusak hutan Kalimantan Timur utk IKN ini teguran kecil dr sang pencipta,Negatif
Wiracakra,IKN iku opo?? Kontribusinya untuk Indonesia iku opo?? Hehehe.... Kalo gak ono kontribusinya malah jadi beban untuk opo di pertahankan pak @prabowo,Netral
vibizmediacom,Dua Investor Asing Siap Groundbreaking di IKN https://t.co/OjfK5bK4tw https://t.co/AtC9RjyAPC,Positif
Wiracakra,IKN iku opo?? Kontribusinya untuk Indonesia iku opo?? Hehehe.... Pak @jokowi,Netral
anothercupcakes,Liat ini tuh kayak liat temen2 di beberapa NGO Go Green dan so called President Gen Z atau so called independent girl yg suka baca buku dan paling ngerti cowok juga sok2an sustainable living tapi milih kumpulan orang2 penghancur alam dengan jadi timses dan ke IKN awokawok,Positif
Didikjzie,@BangPino__ Dulu menolak &amp; mengkritik IKN sekarang memuji IKN. Bisa ya seperti itu ya?! Sekarang masih malu bung @MIQBALPSY ?! Atau tambah malu???,Positif
iknpos_id,Gantikan Sepinggan Bandara IKN Bakal Jadi Pusat Penerbangan Haji dan Umrah https://t.co/2zkP8q8kKn #ikn #ibukotanusantara #iknnusantara #indonesiaemas2045 #dukungpembangunanikn #iknmajukanindonesia #iknkotakelasdunia #investorikn #ibukotanegara #indonesiamaju https://t.co/0Rr2c4v90F,Positif
Purboyo17844,@hijratiime @hasamici Induknya ketinggalan di IKN,Negatif
iknpos_id,Lakukan Kunjungan Spesifik ke IKN Komisi V DPR RI Soroti Tiga Hal https://t.co/y2Ng9PrN8b #ikn #ibukotanusantara #iknnusantara #indonesiaemas2045 #dukungpembangunanikn #iknmajukanindonesia #iknkotakelasdunia #investorikn #ibukotanegara #indonesiamaju #pembangunanikn https://t.co/aagnaQ9E0l,Netral
kantahkotjaksel,Penegasan ini disampaikan Menteri AHY usai mengikuti Sidang Kabinet Paripurna terakhir yang berlangsung di Istana Garuda Ibu Kota Nusantara (IKN) Provinsi Kalimantan Timur Jumat (13/09/2024). Untuk program nasional Pendaftaran Tanah Sistematis Lengkap (PTSL) per hari ini https://t.co/glwLwZ4R1S,Positif
iknpos_id,Dibuka untuk Umum Mulai Besok Jumlah Kunjungan Plaza Seremoni dan Taman Kusuma Bangsa IKN Dibatasi 300 Orang https://t.co/xlWkCI2SBX #ikn #ibukotanusantara #iknnusantara #indonesiaemas2045 #dukungpembangunanikn #iknmajukanindonesia #iknkotakelasdunia #investorikn https://t.co/EuPmjY8bo8,Negatif
iknpos_id,Menpan RB Klaim Rusun ASN di IKN Sangat Nyaman: Hunian Modern dan Ramah Teknologi https://t.co/9ZO6ZH4QZf #ikn #ibukotanusantara #iknnusantara #indonesiaemas2045 #dukungpembangunanikn #iknmajukanindonesia #iknkotakelasdunia #investorikn #ibukotanegara #indonesiamaju https://t.co/IVvYeyL59p,Positif
iknpos_id,Sidang Paripurna di IKN Wapres Ma ruf Amin Ungkap Kesuksesan Kinerja Kabinet Indonesia Maju https://t.co/dmyEVGkyGd #ikn #ibukotanusantara #iknnusantara #indonesiaemas2045 #dukungpembangunanikn #iknmajukanindonesia #iknkotakelasdunia #investorikn #ibukotanegara https://t.co/b87ItthYxy,Positif
MocangTian,@newIding30 Rakyat Jagan percaya IKN bukan utk dinikmati Bangsa pribumi.Kota besar ini dibangun Bangsa China dan milik China.Kenapa Pemerintah dan rakyat bagian dari Negara diam saja.Wilayah di jual oleh Presiden RI Mulyono berijazah palsu?,Negatif
bagusrangin77,@T0M5helby SABAR...setelah 20 okt 2024 bakalan seru ketika jokowi lengser dan segala kelengkapan presiden yg dimiliki dilucuti dan menjadi macan ompong... Ada yg sangat khawatir sampai pindah ngantor ke IKN .. dengan berbagai alasan yg dibuat. Semoga aman,Positif
DonnyLaku,@unmagnetism Akan kuangkat kau jadi PNS di IKN,Netral
mpujayaprema,Terkejut itu jika Jokowi full ngantor 40 hari di iKN.,Positif
nananq,@PKSejahtera So whatttt.. Anggaran nya sudah di alihkan buat IKN yang di dukung partai kalian kan.. PKS Partai Kacau Skaliii https://t.co/1pXnHZioNP,Positif
RenataOlivvr21,Lamun masyarakat dukung teknologi informasi di IKN akan tambah berkembang pesat. #TrimakasihPausFransiskus https://t.co/NPjqSzRxjY,Netral
ryuljitn,Masyarakat kabeh kompak ndhukung teknologi informasi di IKN bakal maju pesat. #IKNKotaModern https://t.co/l6UZAIUCgb,Positif
ShaniaLorenzz,Dukungan ti masyarakat sangat berarti buat digitalisasi IKN semakin berkembang. #IKNKotaModern https://t.co/VklzmilysR,Positif
el2andi,@garagarabola_ Kenapa gk sekalian di selenggarakan di IKN sana,Netral
NanaLeonyy1,Ta peukong bersama untuk IKN biar teknologi dan inovasinya makin melaju. #TrimakasihPausFransiskus https://t.co/xvNrsafiqY,Netral
nsingnings,Semeton mendukung penuh semoga IKN jadi contoh pengembangan teknologi di Indonesia. #IKNKotaModern https://t.co/lDN0dKtxfP,Netral
Halimah22495046,Katanya kemarin mau berkantor di ikn Menipu aja kerjanya Makanya aku gak pernah percaya,Netral
ekarinayo,Warga pada semangat bantu pemerintah IKN bakal jadi pusat teknologi modern. #IKNKotaModern https://t.co/kmX4qZtw67,Positif
imwintmr,Dukungan masyarakat bakal bikin IKN jadi teladan digitalisasi untuk semua daerah. #TrimakasihPausFransiskus https://t.co/WjPk77370M,Netral
jav1ant,@5w4rene5g3R @kompascom Halaahhh... 10 tahun lalu ngapain...?!! IKN gmn..?? BBM naek gmn..?? Listrik naek gmn...?? Pajak naek gmn..??,Netral
wongkhojin,Rabu 11 September Indonesia Emas 2045 IKN BUMN Jakarta DPR 2024 Merah Putih #stamps #PostOffice #philately #eBay #NFT #Art #PropertyInvestment #marketingagency SHP Reformasi 09.09.99:09 Asembagus 68373 Situbondo Tapal Kuda Jawa Timur GBK FIFA Bali NTT Kalimantan Sulawesi X Z A https://t.co/6KfQ4xFHve,Netral
RSongisewu,@are_inismyname @prabowo @jokowi @Ndons_Back @Bank_Joee_ @BANGSAygSUJUD @AndreasSolusi @DarekaRendy @IrawanRommi @99propaganda @mspr08 @florieliciouss @Kimberley_PS08 Kabar nya Megawati menawarkan bawa nasi gorengnya kl nanti diundang Presiden Prabowo ke,Netral
DwiAyutitiLest1,1. IKN tdk diperlukan&amp; tdk dihitung 2. Gagasan 70 an? Satu aja bikin ilfeel yg macet ada mobil konsul 3. Bisa mengakomodir? How come? Wong mau punya gubernur yg diinginkan saja tidak bisa dicalonkan.? 4. Kepentingan masyarakat DKI? Yg bener saja? 13 parpol bergabung &amp; ARB No?,Positif
arshcx,bosen jawa mulu perdinnya kpn ya dpt sppd ke ikn https://t.co/8RcrNe5Nta,Negatif
tutindonesia,@psi_id Sementara sejarah di negeri Cina juga mencatat: IKN didirikan oleh Anak Bangsa Cina mulai dari KULI NGADUK SEMEN sampai pendanaan berdirinya IKN semuanya berasal dari ANAK BANGSA CINA .,Netral
zenethobarony,NdrewsTjan blg IKN adalah glorifikasi keluar dari Jawasentris. Yes gw setuju banget buat keluar dari Jawasentris but not that kind of out of Jawasentris,Positif
AmbawangPolsek,Kami segenap keluarga besar Polri mengucapkan Selamat Hari Kemerdekaan Ke-79 tahun 2024 Republik Indonesia. Dirgahayu Republik Indonesia. Nusantara Baru Indonesia Maju!ð®ð© Polri siap melaksanakan Pengawalan Upacara Negara di IKN dan JakartaÂ #79tahunmerdeka https://t.co/7kK3sMxyKC,Positif
ulahpati,Narasi unggahanmu @ecosocrights menjadi inang bagi pembenci Presiden Jokowi terlebih banyak yg malas membaca isi artikel. Pesanan bakso Pak Katno asal Solo sudah sering melayani acara di IKN. Pesanannya memang tidak terikat kontrak dgn Setpres.,Negatif
andy_dhann2897,@kompascom Iya udah CEPAT2 DEH PADA PINDAH DEH @jokowi &amp; @luhut_binsar ke IKN segera angkat koper dr Istana Negara..@setkabgoid segera siapkan koper utk tinggal di IKN &amp; jgn tinggal di ISTANA NEGARA !!,Positif
RayapRadikal,@jarudin59 @seringham62617 @Dede_Darmansyah @alisyarief Betul bang. Saya juga melihat secara obyketif bahwa Jokowi itu tidak cinta rakyat hanya cinta keluarga dan kroninya. anda sungguh dermawan menyumbang kan pajak untuk org2 di gambar ini. Merekalah pem,Positif
jallang_,Menganggu sarapan @sukardiyahya162 sebelum membangun IKN,Netral
djadja222,@dewa_ganteng2 @O5Bravo Tolol !! Kawasan ikn itu dibangun diatas lahan hutan industri yang isinya cuma pohon eukaliptus dan akasia bukan hutan alami yang isinya fauna langka nanti hutan indistrinya akan dikembalikan kembali menjadi hutan tropis,Negatif
eazy4mer,@worksfess Ayo k IKN aja nder,Netral
mooneeeyz,Kominfo kyknya mayoritas bakal ditempatin di IKN keliatan bgt,Positif
azanabqkharisma,Karena sekarang bangunan dibuat kek IKN,Netral
snitchkeeper_,Dari kemarin seliweran info megathrust kemudian membayangkan klo duit2 ini (termasuk yg dipake utk bikin IKN) dialhfungsikan ke upaya mitigasi sepanjang Selatan Jawa bakal turah atau kurang ya.. wkwkwkw puyeng lama2 baca berita jd mikirnya bukan brp byk shelter/tanggul dsb.,Positif
Jowam46,Kubuat Hambalang Kedua Itu IKN https://t.co/lkYp8eGo8Y,Netral
asinadp,gara2 lihatin berita ikn jadi mau ke ikn tapi karna kerjaaan dehhh bisaa deh yuk gatau kapan,Netral
Hendrajayandr93,@DioR3born IKN di bgn buat oligarki sptdi PIK,Netral
palingteguh,@aintyoursm Dari awal pilih 02 karena anies sih. Dari awal I was like 'who's imin?' oh ternyata beban awal ikut potong tumpeng IKN tiba tiba nyerang IKN kan luchu Skrg lebih lucu lagi muji muji IKN. Bunglon bgt ntu orang,Netral
defr4g,@worksfess Apalagi jadi CPNS di IKN. Kuat ga tuh skrg? Sepuluh tahun lagi sih keknya worth it jadi CPNS di sana pas infra dan lengkap.,Positif
ZAMANe_id,Ekonom Prediksi IKN Jadi Produk Gagal Pemerintahan Jokowi - https://t.co/JfKtghgO0Q Central of Economic and Law Studies memprediksi Ibu Kota Nusantara (IKN) akan menjadi warisan produk gagal dari era pemerintahan Jokowi. https://t.co/d2JKWKfXtK #MembacaZaman,Negatif
humas_reskukar,KUKAR Sebagai bagian dari persiapan pengamanan kunjungan Ibu Negara dalam kegiatan OASE Kabinet Indonesia Maju (KIM) dan pengarahan Presiden Republik Indonesia di Istana Negara IKN Nusantara Polsek Samboja menggelar apel persiapan pengamanan pada Jumat (13/09/2024) https://t.co/SocjsiKM4B,Positif
WindyAnggrita,@y03_n4n4 @BangPino__ Bukan gerombolan artis ikn mereka..,Netral
UltraMen_3Gaiya,@pandji Kasih ktp di IKN aja tuh dekat dengan batu bara disana. Napa mau di jawa buatnya?,Netral
dellov,Menteri Basuki Blak-blakan soal Kesiapan IKN hingga Rencana Prabowo Ban... https://t.co/5aInZLKmC8 lewat @YouTube,Netral
MbemLover,@oportoonist @kumparan Kuliah shubuh di Ikn bang mahasiswanya Bahlil Pak basuki erick tohir rajajuli ama AHY. eh iya ada mahasiswa baru pindahan dari kampus dakwah,Positif
dellov,Presiden Jokowi Berkantor di IKN Menikmati Legacy Jelang Akhir Masa J... https://t.co/HuTqwtiveH lewat @YouTube,Positif
MediaVoi,Menko PMK Sebut Anak-anak Penajam Paser Harus Ditanamkan Nilai Pancasila karena Penyangga Utama IKN https://t.co/9TUly5FAni,Positif
mariadi63425147,@UusRsd Apa bedanya PKS dg PSI? Sama iya tuh... Anti kritik merasa paling benar khatamlah ilmu azazil.. Dah 10 th puasa 10 th tolak dinasti n anti IKN.. Jd skrg saat nya usung dinasti jaga IKN smbil jualan istiqamah.. https://t.co/Pj1GvnOUcP,Positif
akuratco,Momen unik Prabowo diserbu ibu-ibu untuk selfie di IKN Nusantara. Bu Iriana pun nimbrung juga. https://t.co/IH3sJPlQUu,Positif
dellov,Makin keren â¼ï¸ Pak Jokowi berkantor di IKN Nusantara https://t.co/tObNibHPoK lewat @YouTube,Netral
alvaryo,Tukar guling ikn dengan pik 2 lo bantuin gua bangun ikn gua kasih lo pik 2,Netral
PakMenteriAHY_,Mudah-mudahan kita semua dilindungi Allah SWT dalam menuntaskan tugas serta pengabdian dan transisi kepemimpinan ini bisa berjalan dengan sukses dan lancar. Foto: BPMI Bagus Eka &amp; M. Wicaksono #ahy #menteriatrbpn #sidangkabinet #ikn https://t.co/PVdzGhONnB,Positif
rasa2086,IKN Nusantara akan menjadi ciri kehidupan modern bagaimana aktivitas dapat dilakukan secara berkelanjutan sambil melindungi lingkungan kata Tony Blair selaku Founder dan Executive Chairman Tony Blair Institute. Daster Zarry Hendrik Cherry Lai UHUUUY 19 OKTOBER Peter Gontha https://t.co/3mYGjq7X1K,Positif
eddy_rakhman,@tham878 AntengÂ² pake duit siapa ini rombongan bolak balik ke IKN cuma buat rapat fotoÂ² kelilingÂ²? Klo emang suka yodah berangkat ke sana dan stay di situ jangan masih aja balikÂ² ke jakarta. Boncos dompet negara biayain gerombolan ini.,Positif
DhannyAgus29159,@DokterTifa Hati2 klo sih busuk ini di IKN utk menghindari skenario jahatnya yg seolah2 bukan sih busuk ini skenarionya..bakal ada sesuatu yg ngeri2 sedap nanti menjelang pelantikan @prabowo dan @prabowo harus ekstra ketat pengamanan dr manusia rakus dan,Negatif
rasa2086,Kepindahan IKN ke Nusantara ini presiden Jokowi menekankan perubahan pola pikir yang dimaksud adalah adanya perubahan budaya kerja dari yang semula kurang efektif menjadi jauh lebih efektif. Daster Zarry Hendrik Cherry Lai UHUUUY 19 OKTOBER Peter Gontha https://t.co/heuRe3TggS,Positif
rezaspn,@SateTong Elang IKN,Netral
terindukan,Proyek restorasi dan reforestasi di Kalimantan akan diperkuat dengan hadirnya kawasan Wanagama di IKN mengacu pada keberhasilan di Yogyakarta. #IKNSimbolPeradaban https://t.co/4YdLvIj254,Positif
Raslangka,@Rianada7 @zy_zy_lestary @adri_7i @dika_maxelyou @IrwanResma48922 @HaramAsoy @Ki_Nusantara99 Lagian di IKN ngk ad apaÂ² cuman gedung kosong sama baru setengah jd doank haha saya si ajak pun ogah,Negatif
pinsa81,@03__nakula Haruskah di ganti juga cari solusi buat mengurai kemacetan banjir di jkt klo soal infrastruktur yg baru Jakarta udh cukup Bpk arsitek maunya membangunÂ² bangun lah IKN yg butuh pembangunan real nya harus berdayaguna bagi masyarakat lalu jkt ma,Positif
gina_virginia98,@jokowi Kerja kerja kerja! Jgn sosmed an mulu dh ngantor di ikn blm?,Positif
PejecGremoot,@OposisiCerdas Para loyalis ini mau pindah ke IKN?atau ikut junjungannya pensiun?pensiunnya dapat duit apa nggak nih?,Netral
Heri_breuwox,@choliqnur Keputusan MSuro yg gabung ke KIM dukung Politik Dinasti dan memuja IKN itu yg diserang krn PKS partai dakwah dan selalu mengutamakan persatuan umat. Simpatisan jd kecewa. Normal sj dlm politik. muhasabah lbh baik mudharat/maslahat keputusan itu,Negatif
TaufiqSobari,IKN Mandalika Kertajati. Mana lagi yang diduga akan zonk?,Netral
BhrahmantyaS,@DokterTifa Harusnya IKN itu di Pulau Laut Kalimantan Selatan,Netral
dedifir30803641,@ferrykoto @prabowo Dulu Jokowi banteng buzzer fans plus parabowo bersatu padu yg kecil ga nurut gampang tgl dipencet smpai ikn yg ga ada dikampanye saja bisa pindahan ala kostan. Dan Jokowi khianat sekeluarga itu Baik juga buat rakyat Alhamdulillah Nah K,Positif
KontanNews,Pembangunan Jalan Tol 6B dan Akses Tol IKN 6C Ditargetkan Selesai Juni 2025 https://t.co/hnPV4oQrXA #IKNNusantara,Netral
Eko748,@tempodotco Oh jadi IKN itu negara sendiri mosok mau berkunjung saja mesti daftar nrgara Nusantara vs negara Indonesia,Positif
MulyaminZ,@txtdrbekasi Targetnya menjual apa yg bisa dijualin untuk dana masa pensiun ( baca IKN). Reklamasi bangunan perkantoran dan tetap menekan kemiskinan untuk dapat dana. Benar kah? Gejalanya sih iya,Positif
wongmlaku,IKN hebat Jokowi hebat Prabowo hebat Gibran hebat. Indonesia Maju.,Positif
HendZiddane,Mestinya p Jokowi yg katanya Pencetus kota IKN..setelah lengser :tinggalnya di IKN.Kok malah pilih Solo.Jadi pionir dong.Begitu juga para menteri: pindahlah ke IKN.Jgn2 IKN sdh ditawarkan penddk China?,Negatif
heru_mie,@zy_zy_lestary @HaramAsoy @dika_maxelyou @adri_7i @Ki_Nusantara99 @YoYoAyo17845 Buzzer koplak klo ikn sekeren itu knp si Mulyono &amp; keluarganya ga mau tinggal disana stlh pensiun nnti.,Positif
AkiSuminta,@MaliqRidwane @zy_zy_lestary @HaramAsoy @dika_maxelyou @adri_7i @Ki_Nusantara99 @YoYoAyo17845 Sok mas silahkan pindah kesana segera bawa keluarga ya mas semangat semoga betah ya jd penduduk IKN cayoo,Netral
AzisAzissgrt,@susipudjiastuti D mi IKN ... Apapun dipertaruhkan ....,Netral
MasIskandar78,@Mdy_Asmara1701 Loh katanya mau di IKN,Netral
Sativa420__,@grroombble yah begitulah .. apa lagi pejabat bebas menentukan kebijakan. paru paru dunia di sulap jadi IKN,Positif
ummuibnrizq,@Mdy_Asmara1701 Tol ke ikn blm semuanya rampung. Mo lewat mana tuh kereta Di radio katanya akhir juli ini tiba di pelabuhan langsung ke ikn tanpa mampir di balikpapan,Positif
ahmadk_1217,@ch_chotimah2 @jokowi Sekedar opini pribadi : Suatu megaproyek gak bisa ujug2 jadi adapun progres prosentase yg di tulis media kayanya merujuk ke kawasan inti IKN biasalah deadline untk HUT 17..silakan baca2 atau join di forum skyscrapercity indonesia tnt,Negatif
SatanOrto,@Dennysiregar7 Sampai oktober ini agenda politiknya kalah pilpres : 1.Adu domba Jokowi dan Prabowo 2.Gagalkan IKN Netizen paham bang..,Negatif
NusantaraJaya26,@Hansunriko Dukung IKN,Netral
ichitazn,@jgunhui Yah trims dukung gue terus untuk pembangunan ikn,Positif
BelumAd03249227,@alisyarief ikn akan jadi candi jokowi,Netral
KomPelKaesang,IKN tidak layak dihuni manusia menurut kata Jokowi air dan listrik belom ada beli makanan kemana? Maklum dihutan kalo ada mahal sekali #GantungMatiMukidi #GantungMatiMukidi,Negatif
bank_jego,@Metro_TV Gag mau pake rumah dinas di ikn lah disana kan ngeri,Negatif
ErwinRockerkids,@CNNIndonesia Kan buat kampanye anaknya doank tuh IKN kaya Esemka,Netral
salmon47808,Telkom (TLKM) Siagakan 34 BTS dan Kapasitas 200 Gbps Sambut HUT RI ke-79 di IKN https://t.co/M9ev09lmya,Positif
d14nto,@kompascom Yg kemarin bapak2 sesumbar koar2 investor IKN sudah oversubscribe itu siapa namanya ?,Netral
HFaang,@tanpawajah12 @ch_chotimah2 @jokowi @ridwankamil Mirip ga' sih ikn sekarang kayak @tanpawajah12?!,Netral
BelumAd03249227,@msaid_didu mungkin sebagai kompensasi investor pendukung pembangunan ikn,Positif
ebe_ganzo,@Wan775752 @ch_chotimah2 @jokowi IKN Nusantara itu penting bagi bangsa kedepan kalau +62 mau berperan penuh secara keuangan global tapi cara pembangunan tdk bisa seperti sekarang sistim kebut semalam sebaiknya konsep pembangunan jgn mengandalkan investor,Positif
gemahsada,@NenkMonica @ridwankamil Wah waktu secepat itu. Merubah sesuatu menjadi lain. Tp ikn tetap seperti itu.,Positif
posaktualcom,Jokowi ke Abu Dhabi tak Bawa MoU dengan Emaar Properties Bukti Investor Asing Malas ke IKN? https://t.co/8QH3vMBk2M https://t.co/8QH3vMBk2M,Negatif
Rfadlis1,@NenkMonica @ridwankamil Sudah. Becek krn hari2 di IKN hujan air disegenap propinsi hujan tangis guru honorer yg dihentikan mendadak. Akibat dr 52% dana pendidikan yg Rp 660T dibagikan ke yg tdk berhak. Yakni untuk dana desa desa se Indonesia,Negatif
aswari1828,@geloraco Di barter sama IKN,Netral
AngingMamiri26,@_seoulrabaya Dukung IKN,Netral
EdwardSevino,@AzzamIzzulhaq Qingdao itu sebelah mananya IKN?,Netral
AngingMamiri26,@Hansunriko Dukung IKN,Netral
pootteepootte,@WekW0kW1n Asn kaga ada yang mau kerja disana gue beberapa kali ketemu sama asn yang dinas di jateng or jatim mereka bilang sengaja ga milih di pusat karena gmau di pindah ke ikn itu tanahnya aja ga stabil sebenernya buat dibangun bangunan,Negatif
senituru,@rubahkeIabu Kasian ya arsitek.. udah kaya ga dianggap di proyek2 pemerintah/swasta.. yg penting murah.. ikn aja pake pematung bukan arsitek,Positif
mbahjam95479029,@5teV3n_Pe9eL Jadi ngantor di IKN anggap itu hanya omongan saja,Netral
penjagadapur,PROYEK IKN JOKOWI BUKTI KEJAHATAN KKN KOLEGIAL REZIM MALING SONTOLOYO SI TUKANG NGIBUL JOKOWI LUHUT PDIP DKK.,Netral
sawar1886390,@msaid_didu Mkn salah satu alasan hrs ada IKN agar smkin leluasa dr pinggiran jkt sampai seluruh jabotabek,Netral
igiT_0403,@Bams_4GP Gak takut diserang sama penjilat 02 gak ni..??? Kan mreka tuh IKN banget,Negatif
Yow_Ebith,Bulan Juli Jokowi Berkantor di IKN Klik untuk baca: https://t.co/jtdMwuM8y9 Kompascom+ baca berita tanpa iklan: https://t.co/18gydkhFqt Download aplikasi: https://t.co/NrG82Rsk8y https://t.co/jtdMwuM8y9,Netral
residarmanagara,@NenkMonica nnt tgl 32 juli akan ngantor ke ikn,Netral
Saodah1234,AREA IKN akan dilengkapi dengan kawasan pusat riset dan inovasi Nusantara Sustainability. Nusantara Sustainability Hub juga merupakan upaya bangsa dalam membangun lokomotif baru utk transformasi Indonesia yg berbasis inovasi &amp; teknologi. ___ Semifinal Netherlands Inggris Daster https://t.co/ai0tYGZ0Jb,Positif
Saodah1234,Pemerintah menyiapkan IKN sbg kota baru yg dibangun dgn konsep ramah lingkungan &amp; kota cerdas. Menghadirkan kota hutan lestari dirancang melalui rencana pembangunan yang memperhatikan kelestarian lingkungan &amp; pemanfaatan teknologi hijau. ___ Semifinal Netherlands Inggris Daster https://t.co/uBpcP7r1Ot,Positif
